,collection_costs_or_attorney_fees,court_cost,current_amount_due,disposition_description,docket_number,entity_or_person_s_,interest_amount,issued_date,issuing_department,last_hearing_date,original_total_amount_due,property_address,total_administrative_costs,total_fines,total_paid,violation_number,violation_type
0,0,0.0,,City non-suit,16CP017290,"NATIONWIDE REO LLC, ",0,2001-01-01T00:00:00.000,POLICE,2016-04-01T01:00:00.000,,5744 S SANGAMON ,0,0,,P004738056,13-12-125  Duty to secure and maintain vacant building.
1,0,0.0,,City non-suit,16CP017290,"NATIONWIDE REO LLC, ",0,2001-01-01T00:00:00.000,POLICE,2016-04-01T01:00:00.000,,5744 S SANGAMON ,0,0,,P004738057,13-12-140  Watchman required
2,0,0.0,,City non-suit,16CP017290,"NATIONWIDE REO LLC, ",0,2001-01-01T00:00:00.000,POLICE,2016-04-01T01:00:00.000,,5744 S SANGAMON ,0,0,,P004738058,13-12-125  Duty to secure and maintain vacant building.
3,0,0.0,,City non-suit,17CP002901,"WELLS FARGO BANK NA, ",0,2001-01-01T00:00:00.000,POLICE,2017-02-03T11:00:00.000,,649 E 89TH ST ,0,0,,P005028213,13-12-125  Duty to secure and maintain vacant building.
4,0,0.0,,City non-suit,18CP009713,"U S BANK AND TRUST, ",0,2001-01-01T00:00:00.000,POLICE,2018-03-02T09:00:00.000,,4622 S WINCHESTER AV ,0,0,,P005229003,13-12-125  Duty to secure and maintain vacant building.
5,0,0.0,,City non-suit,18CP009713,"U S BANK AND TRUST, ",0,2001-01-01T00:00:00.000,POLICE,2018-03-02T09:00:00.000,,4622 S WINCHESTER AV ,0,0,,P005229004,13-12-140  Watchman required
6,0,0.0,,City non-suit,18CP009713,"U S BANK AND TRUST, ",0,2001-01-01T00:00:00.000,POLICE,2018-03-02T09:00:00.000,,4622 S WINCHESTER AV ,0,0,,P005229005,13-12-125  Duty to secure and maintain vacant building.
7,0,0.0,,City non-suit,18CP009713,"U S BANK AND TRUST, ",0,2001-01-01T00:00:00.000,POLICE,2018-03-02T09:00:00.000,,4622 S WINCHESTER AV ,0,0,,P005229006,13-12-140  Watchman required
8,0,0.0,,City non-suit,18CP009713,"U S BANK AND TRUST, ",0,2001-01-01T00:00:00.000,POLICE,2018-03-02T09:00:00.000,,4622 S WINCHESTER AV ,0,0,,P005229007,13-12-125  Duty to secure and maintain vacant building.
9,0,0.0,,City non-suit,18CP010070,"TCF NATL BANK, ",0,2001-01-01T00:00:00.000,POLICE,2018-03-02T09:00:00.000,,3642 S HERMITAGE ,0,0,,P005319066,13-12-125  Duty to secure and maintain vacant building.
10,0,0.0,,City non-suit,18CP010070,"TCF NATL BANK, ",0,2001-01-01T00:00:00.000,POLICE,2018-03-02T09:00:00.000,,3642 S HERMITAGE ,0,0,,P005319067,13-12-140  Watchman required
11,0,0.0,,City non-suit,18CP010070,"TCF NATL BANK, ",0,2001-01-01T00:00:00.000,POLICE,2018-03-02T09:00:00.000,,3642 S HERMITAGE ,0,0,,P005319068,13-12-125  Duty to secure and maintain vacant building.
12,0,0.0,,City non-suit,18CP010070,"TCF NATL BANK, ",0,2001-01-01T00:00:00.000,POLICE,2018-03-02T09:00:00.000,,3642 S HERMITAGE ,0,0,,P005319069,13-12-140  Watchman required
13,0,0.0,,City non-suit,16CP102379,"DEUTSCHE BANK NATL TRUST, ",0,2004-10-01T00:00:00.000,POLICE,2016-12-02T09:00:00.000,,4443 S PRINCETON ,0,0,,P005082152,13-12-140  Watchman required
14,0,0.0,,City non-suit,16CP102379,"DEUTSCHE BANK NATL TRUST, ",0,2004-10-01T00:00:00.000,POLICE,2016-12-02T09:00:00.000,,4443 S PRINCETON ,0,0,,P005082153,13-12-125  Duty to secure and maintain vacant building.
15,0,0.0,,City non-suit,16CP102379,"DEUTSCHE BANK NATL TRUST, ",0,2004-10-01T00:00:00.000,POLICE,2016-12-02T09:00:00.000,,4443 S PRINCETON ,0,0,,P005082154,13-12-140  Watchman required
16,0,0.0,,City non-suit,16CP102379,"DEUTSCHE BANK NATL TRUST, ",0,2004-10-01T00:00:00.000,POLICE,2016-12-02T09:00:00.000,,4443 S PRINCETON ,0,0,,P005082155,13-12-125  Duty to secure and maintain vacant building.
17,0,0.0,,City non-suit,16CP102379,"DEUTSCHE BANK NATL TRUST, ",0,2004-10-01T00:00:00.000,POLICE,2016-12-02T09:00:00.000,,4443 S PRINCETON ,0,0,,P005082156,13-12-140  Watchman required
18,0,0.0,,City non-suit,12CP006102,"REPUBLIC BANK OF CHICAGO, ",0,2006-01-02T00:00:00.000,POLICE,2012-03-02T01:00:00.000,,1701 N LINDER ,0,0,,P003228893,13-12-125  Duty to secure and maintain vacant building.
19,0,0.0,,City non-suit,12CP006102,"REPUBLIC BANK OF CHICAGO, ",0,2006-01-02T00:00:00.000,POLICE,2012-03-02T01:00:00.000,,1701 N LINDER ,0,0,,P003228894,13-12-140  Watchman required
20,0,0.0,,City non-suit,12CP006102,"REPUBLIC BANK OF CHICAGO, ",0,2006-01-02T00:00:00.000,POLICE,2012-03-02T01:00:00.000,,1701 N LINDER ,0,0,,P003228895,13-12-125  Duty to secure and maintain vacant building.
21,0,0.0,,City non-suit,11CP003279,"NORTH STAR TRUST COMPANY, ",0,2011-01-03T00:00:00.000,POLICE,2011-03-04T01:00:00.000,,4050 W GRENSHAW ,0,0,,P002141333,13-12-125  Duty to secure and maintain vacant building.
22,0,0.0,,City non-suit,11CP003279,"NORTH STAR TRUST COMPANY, ",0,2011-01-03T00:00:00.000,POLICE,2011-03-04T01:00:00.000,,4050 W GRENSHAW ,0,0,,P002141334,13-12-140  Watchman required
23,0,0.0,,City non-suit,11CP003282,"WELLS FARGO BANK N A, ",0,2011-01-03T00:00:00.000,POLICE,2011-03-04T01:00:00.000,,4746 W MAYPOLE ,0,0,,P002141292,13-12-125  Duty to secure and maintain vacant building.
24,0,0.0,,City non-suit,11CP003282,"WELLS FARGO BANK N A, ",0,2011-01-03T00:00:00.000,POLICE,2011-03-04T01:00:00.000,,4746 W MAYPOLE ,0,0,,P002141293,13-12-140  Watchman required
25,0,0.0,,City non-suit,11CP006249,"DEUTSCHE BANK, ",0,2011-01-03T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5340 S ALBANY ,0,0,,P002152929,13-12-125  Duty to secure and maintain vacant building.
26,0,0.0,,City non-suit,11CP006249,"DEUTSCHE BANK, ",0,2011-01-03T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5340 S ALBANY ,0,0,,P002152930,13-12-140  Watchman required
27,0,0.0,,City non-suit,11CP006249,"DEUTSCHE BANK, ",0,2011-01-03T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5340 S ALBANY ,0,0,,P002152931,13-12-125  Duty to secure and maintain vacant building.
28,0,0.0,,City non-suit,11CP006249,"DEUTSCHE BANK, ",0,2011-01-03T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5340 S ALBANY ,0,0,,P002152932,13-12-140  Watchman required
29,0,0.0,,City non-suit,11CP006249,"DEUTSCHE BANK, ",0,2011-01-03T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5340 S ALBANY ,0,0,,P002152943,13-12-125  Duty to secure and maintain vacant building.
30,0,0.0,,City non-suit,11CP006249,"DEUTSCHE BANK, ",0,2011-01-03T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5340 S ALBANY ,0,0,,P002152944,13-12-140  Watchman required
31,0,,660.0,Liable - By Plea - Motion to set-aside default granted,11CP003032,"CITIBANK, ",0,2011-01-04T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,1122 N MONTICELLO ,0,600,0.0,P002141049,13-12-125  Duty to secure and maintain vacant building.
32,0,,660.0,Liable - By Plea - Motion to set-aside default granted,11CP003032,"CITIBANK, ",0,2011-01-04T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,1122 N MONTICELLO ,0,600,0.0,P002141050,13-12-140  Watchman required
33,0,0.0,,City non-suit,11CP003264,"BANK OF AMERICA, ",0,2011-01-04T00:00:00.000,POLICE,2011-03-04T01:00:00.000,,4339 W VAN BUREN ,0,0,,P002141039,13-12-125  Duty to secure and maintain vacant building.
34,0,0.0,,City non-suit,11CP003264,"BANK OF AMERICA, ",0,2011-01-04T00:00:00.000,POLICE,2011-03-04T01:00:00.000,,4339 W VAN BUREN ,0,0,,P002141040,13-12-140  Watchman required
35,0,0.0,,City non-suit,11CP003265,"BANK OF AMERICA, ",0,2011-01-04T00:00:00.000,POLICE,2011-04-01T01:00:00.000,,4347 W VAN BUREN ,0,0,,P002141041,13-12-125  Duty to secure and maintain vacant building.
36,0,0.0,,City non-suit,11CP003265,"BANK OF AMERICA, ",0,2011-01-04T00:00:00.000,POLICE,2011-04-01T01:00:00.000,,4347 W VAN BUREN ,0,0,,P002141042,13-12-140  Watchman required
37,0,0.0,,City non-suit,11CP003268,"FEDERAL NATL MORTGAGE ASSN, ",0,2011-01-04T00:00:00.000,POLICE,2011-02-04T01:00:00.000,,225 S KILPATRICK ,0,0,,P002141047,13-12-125  Duty to secure and maintain vacant building.
38,0,0.0,,City non-suit,11CP003268,"FEDERAL NATL MORTGAGE ASSN, ",0,2011-01-04T00:00:00.000,POLICE,2011-02-04T01:00:00.000,,225 S KILPATRICK ,0,0,,P002141048,13-12-140  Watchman required
39,0,0.0,,City non-suit,11CP003876,"CITI MORTGAGE, ",0,2011-01-04T00:00:00.000,POLICE,2011-03-04T11:00:00.000,,2034 E 81ST ,0,0,,P002090590,13-12-125  Duty to secure and maintain vacant building.
40,0,0.0,,City non-suit,11CP003876,"CITI MORTGAGE, ",0,2011-01-04T00:00:00.000,POLICE,2011-03-04T11:00:00.000,,2034 E 81ST ,0,0,,P002090591,13-12-140  Watchman required
41,0,0.0,,City non-suit,11CP003891,"BANK OF AMERICA, ",0,2011-01-04T00:00:00.000,POLICE,2011-02-04T11:00:00.000,,7931 S MARQUETTE ,0,0,,P002090597,13-12-140  Watchman required
42,0,0.0,,City non-suit,11CP003891,"BANK OF AMERICA, ",0,2011-01-04T00:00:00.000,POLICE,2011-02-04T11:00:00.000,,7931 S MARQUETTE ,0,0,,P002184200,13-12-125  Duty to secure and maintain vacant building.
43,0,0.0,,City non-suit,11CP006248,"BANK OF AMERICA, ",0,2011-01-11T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5217 S MAY ,0,0,,P002152939,13-12-125  Duty to secure and maintain vacant building.
44,0,0.0,,City non-suit,11CP006248,"BANK OF AMERICA, ",0,2011-01-11T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5217 S MAY ,0,0,,P002152940,13-12-140  Watchman required
45,0,0.0,,City non-suit,11CP006272,"CITI MORTGAGE, ",0,2011-01-11T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,727 W 54TH ST ,0,0,,P002509280,13-12-125  Duty to secure and maintain vacant building.
46,0,0.0,,City non-suit,11CP006272,"CITI MORTGAGE, ",0,2011-01-11T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,727 W 54TH ST ,0,0,,P002509281,13-12-140  Watchman required
47,0,0.0,,City non-suit,11CP006272,"CITI MORTGAGE, ",0,2011-01-11T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,727 W 54TH ST ,0,0,,P002509282,13-12-125  Duty to secure and maintain vacant building.
48,0,0.0,,City non-suit,11CP006272,"CITI MORTGAGE, ",0,2011-01-11T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,727 W 54TH ST ,0,0,,P002509283,13-12-140  Watchman required
49,0,,1728.07,Default - Liable by prove-up,11CP004544,"CITIFINANCIAL SERVICES INC, ",0,2011-01-12T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,6132 S WINCHESTER ,0,1300,0.0,P002185596,13-12-140  Watchman required
50,0,,1728.07,Default - Liable by prove-up,11CP004544,"CITIFINANCIAL SERVICES INC, ",0,2011-01-12T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,6136 S WINCHESTER ,0,1300,0.0,P002185596,13-12-140  Watchman required
51,0,,1728.07,Default - Liable by prove-up,11CP004544,"CITIFINANCIAL SERVICES INC, ",0,2011-01-12T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,6132 S WINCHESTER ,0,1300,0.0,P002185597,13-12-140  Watchman required
52,0,,1728.07,Default - Liable by prove-up,11CP004544,"CITIFINANCIAL SERVICES INC, ",0,2011-01-12T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,6136 S WINCHESTER ,0,1300,0.0,P002185597,13-12-140  Watchman required
53,0,,0.0,City non-suit,11CP004598,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-01-12T00:00:00.000,POLICE,2012-11-02T09:00:00.000,0.0,5916 S MAY ,0,0,0.0,P002185965,13-12-125  Duty to secure and maintain vacant building.
54,0,,0.0,City non-suit,11CP004598,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-01-12T00:00:00.000,POLICE,2012-11-02T09:00:00.000,0.0,5916 S MAY ,0,0,0.0,P002185966,13-12-140  Watchman required
55,0,,0.0,City non-suit,11CP004598,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-01-12T00:00:00.000,POLICE,2012-11-02T09:00:00.000,0.0,5916 S MAY ,0,0,0.0,P002185967,13-12-140  Watchman required
56,0,,0.0,City non-suit,11CP004598,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-01-12T00:00:00.000,POLICE,2012-11-02T09:00:00.000,0.0,5916 S MAY ,0,0,0.0,P002185968,13-12-125  Duty to secure and maintain vacant building.
57,0,,0.0,City non-suit,11CP004598,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-01-12T00:00:00.000,POLICE,2012-11-02T09:00:00.000,0.0,5916 S MAY ,0,0,0.0,P002185969,13-12-140  Watchman required
58,0,,0.0,City non-suit,11CP004598,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-01-12T00:00:00.000,POLICE,2012-11-02T09:00:00.000,0.0,5916 S MAY ,0,0,0.0,P002185970,13-12-125  Duty to secure and maintain vacant building.
59,0,,1967.04,City non-suit,11CP006269,"BANK NY MELLON, ",0,2011-01-12T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,2057 W JAMES ,0,1300,46.09,P002509290,13-12-125  Duty to secure and maintain vacant building.
60,0,,1967.04,Default - Liable by prove-up,11CP006269,"BANK NY MELLON, ",0,2011-01-12T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,2057 W JAMES ,0,1300,46.09,P002509291,13-12-140  Watchman required
61,0,,1967.04,City non-suit,11CP006269,"BANK NY MELLON, ",0,2011-01-12T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,2057 W JAMES ,0,1300,46.09,P002509292,13-12-125  Duty to secure and maintain vacant building.
62,0,,1967.04,Default - Liable by prove-up,11CP006269,"BANK NY MELLON, ",0,2011-01-12T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,2057 W JAMES ,0,1300,46.09,P002509293,13-12-140  Watchman required
63,0,,1967.04,City non-suit,11CP006269,"BANK NY MELLON, ",0,2011-01-12T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,2057 W JAMES ,0,1300,46.09,P002509294,13-12-125  Duty to secure and maintain vacant building.
64,0,,1967.04,Default - Liable by prove-up,11CP006269,"BANK NY MELLON, ",0,2011-01-12T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,2057 W JAMES ,0,1300,46.09,P002509295,13-12-140  Watchman required
65,0,,1969.52,City non-suit,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHFIELD ,0,1300,46.09,P002509342,13-12-125  Duty to secure and maintain vacant building.
66,0,,1969.52,City non-suit,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHIELD ,0,1300,46.09,P002509342,13-12-125  Duty to secure and maintain vacant building.
67,0,,1969.52,City non-suit,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MRSHFIELD ,0,1300,46.09,P002509342,13-12-125  Duty to secure and maintain vacant building.
68,0,,1969.52,Default - Liable by prove-up,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHFIELD ,0,1300,46.09,P002509343,13-12-140  Watchman required
69,0,,1969.52,Default - Liable by prove-up,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHIELD ,0,1300,46.09,P002509343,13-12-140  Watchman required
70,0,,1969.52,Default - Liable by prove-up,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MRSHFIELD ,0,1300,46.09,P002509343,13-12-140  Watchman required
71,0,,1969.52,City non-suit,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHFIELD ,0,1300,46.09,P002509344,13-12-125  Duty to secure and maintain vacant building.
72,0,,1969.52,City non-suit,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHIELD ,0,1300,46.09,P002509344,13-12-125  Duty to secure and maintain vacant building.
73,0,,1969.52,City non-suit,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MRSHFIELD ,0,1300,46.09,P002509344,13-12-125  Duty to secure and maintain vacant building.
74,0,,1969.52,Default - Liable by prove-up,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHFIELD ,0,1300,46.09,P002509345,13-12-140  Watchman required
75,0,,1969.52,Default - Liable by prove-up,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHIELD ,0,1300,46.09,P002509345,13-12-140  Watchman required
76,0,,1969.52,Default - Liable by prove-up,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MRSHFIELD ,0,1300,46.09,P002509345,13-12-140  Watchman required
77,0,,1969.52,City non-suit,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHFIELD ,0,1300,46.09,P002509346,13-12-125  Duty to secure and maintain vacant building.
78,0,,1969.52,City non-suit,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHIELD ,0,1300,46.09,P002509346,13-12-125  Duty to secure and maintain vacant building.
79,0,,1969.52,City non-suit,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MRSHFIELD ,0,1300,46.09,P002509346,13-12-125  Duty to secure and maintain vacant building.
80,0,,1969.52,Default - Liable by prove-up,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHFIELD ,0,1300,46.09,P002509347,13-12-140  Watchman required
81,0,,1969.52,Default - Liable by prove-up,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MARSHIELD ,0,1300,46.09,P002509347,13-12-140  Watchman required
82,0,,1969.52,Default - Liable by prove-up,11CP006254,"LITTON LOAN SERVICING, ",0,2011-01-13T00:00:00.000,POLICE,2011-03-04T09:00:00.000,377.88,5128 S MRSHFIELD ,0,1300,46.09,P002509347,13-12-140  Watchman required
83,0,,5944.11,Default - Liable by prove-up,11CP004566,"QUANTIM SERVICING CORPORATION, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,1223.88,6828 S RACINE ,0,4300,36.09,P002088826,13-12-125  Duty to secure and maintain vacant building.
84,0,,5944.11,Default - Liable by prove-up,11CP004566,"QUANTIM SERVICING CORPORATION, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,1223.88,6828 S RACINE ,0,4300,36.09,P002088827,13-12-140  Watchman required
85,0,,5944.11,Default - Liable by prove-up,11CP004566,"QUANTIM SERVICING CORPORATION, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,1223.88,6828 S RACINE ,0,4300,36.09,P002088828,13-12-125  Duty to secure and maintain vacant building.
86,0,,5944.11,Default - Liable by prove-up,11CP004566,"QUANTIM SERVICING CORPORATION, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,1223.88,6828 S RACINE ,0,4300,36.09,P002088829,13-12-140  Watchman required
87,0,,5944.11,Default - Liable by prove-up,11CP004566,"QUANTIM SERVICING CORPORATION, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,1223.88,6828 S RACINE ,0,4300,36.09,P002088830,13-12-125  Duty to secure and maintain vacant building.
88,0,,5944.11,Default - Liable by prove-up,11CP004566,"QUANTIM SERVICING CORPORATION, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,1223.88,6828 S RACINE ,0,4300,36.09,P002088831,13-12-140  Watchman required
89,0,40.0,,City's motion to continue - Granted,11CP004581,"REO PARTNERS LLC, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5714 S MARSHFIELD ,0,4300,,P002089000,13-12-125  Duty to secure and maintain vacant building.
90,0,40.0,,City's motion to continue - Granted,11CP004581,"REO PARTNERS LLC, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5714 S MARSHFIELD ,0,4300,,P002089001,13-12-140  Watchman required
91,0,40.0,,City's motion to continue - Granted,11CP004581,"REO PARTNERS LLC, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5714 S MARSHFIELD ,0,4300,,P002089002,13-12-125  Duty to secure and maintain vacant building.
92,0,40.0,,City's motion to continue - Granted,11CP004581,"REO PARTNERS LLC, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5714 S MARSHFIELD ,0,4300,,P002089003,13-12-140  Watchman required
93,0,40.0,,City's motion to continue - Granted,11CP004581,"REO PARTNERS LLC, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5714 S MARSHFIELD ,0,4300,,P002089004,13-12-125  Duty to secure and maintain vacant building.
94,0,40.0,,City's motion to continue - Granted,11CP004581,"REO PARTNERS LLC, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,5714 S MARSHFIELD ,0,4300,,P002089005,13-12-140  Watchman required
95,0,,341.09,City non-suit,11CP006263,"INDYMAC FEDERAL BANK, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T11:00:00.000,0.0,7928 S HERMITAGE ,0,300,0.0,P002161501,13-12-125  Duty to secure and maintain vacant building.
96,0,,341.09,Default - Liable by prove-up,11CP006263,"INDYMAC FEDERAL BANK, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T11:00:00.000,0.0,7928 S HERMITAGE ,0,300,0.0,P002162500,13-12-140  Watchman required
97,0,0.0,,City non-suit,11CP006264,"JP MORGAN CHASE, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T11:00:00.000,,8348 S HAMILTON ,0,0,,P002162496,13-12-140  Watchman required
98,0,0.0,,City non-suit,11CP006264,"JP MORGAN CHASE, ",0,2011-01-17T00:00:00.000,POLICE,2011-03-04T11:00:00.000,,8348 S HAMILTON ,0,0,,P002162497,13-12-125  Duty to secure and maintain vacant building.
99,0,,1044.47,Liable - By plea,11CP004595,"OCWEN LOAN SERVICES LLC, ",0,2011-01-18T00:00:00.000,POLICE,2011-03-04T09:00:00.000,208.68,5700 S ABERDEEN ,0,700,26.09,P002185665,13-12-140  Watchman required
100,0,,1044.47,Liable - By plea,11CP004595,"OCWEN LOAN SERVICES LLC, ",0,2011-01-18T00:00:00.000,POLICE,2011-03-04T09:00:00.000,208.68,5700 S ABERDEEN ,0,700,26.09,P002185666,13-12-140  Watchman required
101,0,,1044.47,Liable - By plea,11CP004595,"OCWEN LOAN SERVICES LLC, ",0,2011-01-18T00:00:00.000,POLICE,2011-03-04T09:00:00.000,208.68,5700 S ABERDEEN ,0,700,26.09,P002185667,13-12-140  Watchman required
102,0,,5756.41,Default - Liable by prove-up,11CP006175,"SMITH ROTHCHILD FINANCIAL CO, ",0,2011-01-24T00:00:00.000,POLICE,2011-03-04T09:00:00.000,800.88,2022 W 68TH ,0,2800,0.0,P002088847,13-12-125  Duty to secure and maintain vacant building.
103,0,,5756.41,Default - Liable by prove-up,11CP006175,"SMITH ROTHCHILD FINANCIAL CO, ",0,2011-01-24T00:00:00.000,POLICE,2011-03-04T09:00:00.000,800.88,2022 W 68TH ,0,2800,0.0,P002088848,13-12-140  Watchman required
104,0,,5756.41,Default - Liable by prove-up,11CP006175,"SMITH ROTHCHILD FINANCIAL CO, ",0,2011-01-24T00:00:00.000,POLICE,2011-03-04T09:00:00.000,800.88,2022 W 68TH ,0,2800,0.0,P002088849,13-12-125  Duty to secure and maintain vacant building.
105,0,,5756.41,Default - Liable by prove-up,11CP006175,"SMITH ROTHCHILD FINANCIAL CO, ",0,2011-01-24T00:00:00.000,POLICE,2011-03-04T09:00:00.000,800.88,2022 W 68TH ,0,2800,0.0,P002088850,13-12-140  Watchman required
106,0,,5756.41,Not liable - City failed to meet burden of proof,11CP006175,"SMITH ROTHCHILD FINANCIAL CO, ",0,2011-01-24T00:00:00.000,POLICE,2011-03-04T09:00:00.000,800.88,2022 W 68TH ,0,2800,0.0,P002088851,13-12-125  Duty to secure and maintain vacant building.
107,0,,5756.41,Not liable - City failed to meet burden of proof,11CP006175,"SMITH ROTHCHILD FINANCIAL CO, ",0,2011-01-24T00:00:00.000,POLICE,2011-03-04T09:00:00.000,800.88,2022 W 68TH ,0,2800,0.0,P002088852,13-12-140  Watchman required
108,0,0.0,,City non-suit,11CP006176,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",0,2011-01-24T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,6754 S HONORE ,0,0,,P002088853,13-12-125  Duty to secure and maintain vacant building.
109,0,0.0,,City non-suit,11CP006176,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",0,2011-01-24T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,6754 S HONORE ,0,0,,P002088854,13-12-140  Watchman required
110,0,0.0,,City non-suit,11CP006176,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",0,2011-01-24T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,6754 S HONORE ,0,0,,P002088855,13-12-125  Duty to secure and maintain vacant building.
111,0,0.0,,City non-suit,11CP006176,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",0,2011-01-24T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,6754 S HONORE ,0,0,,P002088856,13-12-140  Watchman required
112,0,0.0,,City non-suit,11CP006176,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",0,2011-01-24T00:00:00.000,POLICE,2011-03-04T09:00:00.000,,6754 S HONORE ,0,0,,P002088857,13-12-125  Duty to secure and maintain vacant building.
