,collection_costs_or_attorney_fees,court_cost,current_amount_due,disposition_description,docket_number,entity_or_person_s_,interest_amount,issued_date,issuing_department,last_hearing_date,original_total_amount_due,property_address,total_administrative_costs,total_fines,total_paid,violation_number,violation_type
237,0,,889.02,City non-suit,11CP007732,"CITI INVESTMENT GROUP, ",0,2011-02-18T00:00:00.000,POLICE,2011-04-01T09:00:00.000,124.08,5131 S JUSTINE ,0,400,0.0,P002509128,13-12-125  Duty to secure and maintain vacant building.
238,0,,889.02,Liable - By plea,11CP007732,"CITI INVESTMENT GROUP, ",0,2011-02-18T00:00:00.000,POLICE,2011-04-01T09:00:00.000,124.08,5131 S JUSTINE ,0,400,0.0,P002509147,13-12-140  Watchman required
239,0,,889.02,City non-suit,11CP007732,"CITI INVESTMENT GROUP, ",0,2011-02-18T00:00:00.000,POLICE,2011-04-01T09:00:00.000,124.08,5131 S JUSTINE ,0,400,0.0,P002509148,13-12-125  Duty to secure and maintain vacant building.
240,0,,889.02,Liable - By plea,11CP007732,"CITI INVESTMENT GROUP, ",0,2011-02-18T00:00:00.000,POLICE,2011-04-01T09:00:00.000,124.08,5131 S JUSTINE ,0,400,0.0,P002509149,13-12-140  Watchman required
241,0,0.0,,City non-suit,11CP007769,"US BANK NA TRUST LEGAL DEPARTMENT, ",0,2011-02-18T00:00:00.000,POLICE,2011-04-01T09:00:00.000,,5254 S WOOD ,0,0,,P002509145,13-12-140  Watchman required
242,0,0.0,,City non-suit,11CP007769,"US BANK NA TRUST LEGAL DEPARTMENT, ",0,2011-02-18T00:00:00.000,POLICE,2011-04-01T09:00:00.000,,5254 S WOOD ,0,0,,P002509146,13-12-125  Duty to secure and maintain vacant building.
243,0,,0.0,City non-suit,11CP007770,"NATIONWIDE REO LLC, ",0,2011-02-18T00:00:00.000,POLICE,2011-06-03T09:00:00.000,0.0,844 W 51 PL ,0,0,0.0,P002509141,13-12-140  Watchman required
244,0,,0.0,City non-suit,11CP007770,"NATIONWIDE REO LLC, ",0,2011-02-18T00:00:00.000,POLICE,2011-06-03T09:00:00.000,0.0,844 W 51 PL ,0,0,0.0,P002509142,13-12-125  Duty to secure and maintain vacant building.
245,0,,1860.27,Default - Liable by prove-up,11CP007745,"US BANK LEGAL DEPT, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,377.88,5142 S HOYNE ,0,1300,26.09,P002509683,13-12-125  Duty to secure and maintain vacant building.
246,0,,1860.27,Default - Liable by prove-up,11CP007745,"US BANK LEGAL DEPT, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,377.88,5142 S HOYNE ,0,1300,26.09,P002509684,13-12-140  Watchman required
247,0,0.0,,City non-suit,11CP009752,"BAYVIEW LOAN SERVICING, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T01:00:00.000,,1812 S ST LOUIS ,0,0,,P002320251,13-12-125  Duty to secure and maintain vacant building.
248,0,0.0,,City non-suit,11CP009752,"BAYVIEW LOAN SERVICING, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T01:00:00.000,,1812 S ST LOUIS ,0,0,,P002320252,13-12-140  Watchman required
249,0,0.0,,City non-suit,11CP009752,"BAYVIEW LOAN SERVICING, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T01:00:00.000,,1812 S ST LOUIS ,0,0,,P002320253,13-12-125  Duty to secure and maintain vacant building.
250,0,0.0,,City non-suit,11CP009752,"BAYVIEW LOAN SERVICING, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T01:00:00.000,,1812 S ST LOUIS ,0,0,,P002320254,13-12-140  Watchman required
251,0,0.0,,City non-suit,11CP009752,"BAYVIEW LOAN SERVICING, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T01:00:00.000,,1812 S ST LOUIS ,0,0,,P002320255,13-12-125  Duty to secure and maintain vacant building.
252,0,0.0,,City non-suit,11CP009752,"BAYVIEW LOAN SERVICING, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T01:00:00.000,,1812 S ST LOUIS ,0,0,,P002320256,13-12-140  Watchman required
253,0,0.0,,City non-suit,11CP009752,"BAYVIEW LOAN SERVICING, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T01:00:00.000,,1812 S ST LOUIS ,0,0,,P002320257,13-12-125  Duty to secure and maintain vacant building.
254,0,0.0,,City non-suit,11CP009752,"BAYVIEW LOAN SERVICING, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T01:00:00.000,,1812 S ST LOUIS ,0,0,,P002320258,13-12-140  Watchman required
255,0,0.0,,City non-suit,11CP009752,"BAYVIEW LOAN SERVICING, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T01:00:00.000,,1812 S ST LOUIS ,0,0,,P002320259,13-12-125  Duty to secure and maintain vacant building.
256,0,0.0,,City non-suit,11CP009752,"BAYVIEW LOAN SERVICING, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T01:00:00.000,,1812 S ST LOUIS ,0,0,,P002320260,13-12-140  Watchman required
257,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WINCHESTER ,0,0,0.0,P002089411,13-12-125  Duty to secure and maintain vacant building.
258,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WNCHESTER ,0,0,0.0,P002089411,13-12-125  Duty to secure and maintain vacant building.
259,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WINCHESTER ,0,0,0.0,P002089412,13-12-140  Watchman required
260,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WNCHESTER ,0,0,0.0,P002089412,13-12-140  Watchman required
261,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WINCHESTER ,0,0,0.0,P002089413,13-12-125  Duty to secure and maintain vacant building.
262,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WNCHESTER ,0,0,0.0,P002089413,13-12-125  Duty to secure and maintain vacant building.
263,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WINCHESTER ,0,0,0.0,P002089414,13-12-140  Watchman required
264,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WNCHESTER ,0,0,0.0,P002089414,13-12-140  Watchman required
265,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WINCHESTER ,0,0,0.0,P002089415,13-12-125  Duty to secure and maintain vacant building.
266,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WNCHESTER ,0,0,0.0,P002089415,13-12-125  Duty to secure and maintain vacant building.
267,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WINCHESTER ,0,0,0.0,P002089416,13-12-140  Watchman required
268,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP010715,"OAK FINANCIAL INC, ",0,2011-02-21T00:00:00.000,POLICE,2011-05-06T09:00:00.000,0.0,6621 S WNCHESTER ,0,0,0.0,P002089416,13-12-140  Watchman required
269,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68 ,0,4300,0.0,P002089405,13-12-125  Duty to secure and maintain vacant building.
270,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68TH ,0,4300,0.0,P002089405,13-12-125  Duty to secure and maintain vacant building.
271,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68 ,0,4300,0.0,P002089406,13-12-140  Watchman required
272,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68TH ,0,4300,0.0,P002089406,13-12-140  Watchman required
273,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68 ,0,4300,0.0,P002089407,13-12-125  Duty to secure and maintain vacant building.
274,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68TH ,0,4300,0.0,P002089407,13-12-125  Duty to secure and maintain vacant building.
275,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68 ,0,4300,0.0,P002089408,13-12-140  Watchman required
276,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68TH ,0,4300,0.0,P002089408,13-12-140  Watchman required
277,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68 ,0,4300,0.0,P002089409,13-12-125  Duty to secure and maintain vacant building.
278,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68TH ,0,4300,0.0,P002089409,13-12-125  Duty to secure and maintain vacant building.
279,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68 ,0,4300,0.0,P002089410,13-12-140  Watchman required
280,0,,8768.94,Default - Liable by prove-up,11CP010716,"SMITH ROTHCHILD FINANCIAL, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,1223.88,2022 W 68TH ,0,4300,0.0,P002089410,13-12-140  Watchman required
281,0,0.0,,City non-suit,11CP010717,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,,6754 S HONORE ,0,0,,P002089429,13-12-125  Duty to secure and maintain vacant building.
282,0,0.0,,City non-suit,11CP010717,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,,6754 S HONORE ,0,0,,P002089430,13-12-140  Watchman required
283,0,0.0,,City non-suit,11CP010717,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,,6754 S HONORE ,0,0,,P002089431,13-12-125  Duty to secure and maintain vacant building.
284,0,0.0,,City non-suit,11CP010717,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,,6754 S HONORE ,0,0,,P002089432,13-12-140  Watchman required
285,0,0.0,,City non-suit,11CP010717,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,,6754 S HONORE ,0,0,,P002089433,13-12-125  Duty to secure and maintain vacant building.
286,0,0.0,,City non-suit,11CP010717,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",0,2011-02-21T00:00:00.000,POLICE,2011-04-01T09:00:00.000,,6754 S HONORE ,0,0,,P002089434,13-12-140  Watchman required
287,0,0.0,,City non-suit,11BT01210A,"FORECLOSURE BUYING GROUP, LLC C/O DONALD J KINDWALD, ",0,2011-02-28T00:00:00.000,BLDINGS,2012-03-08T10:30:00.000,,3018 E 79TH ,0,0,,11DR307216,193101 Duty to Register Vacant Building ( 13-12-125 (a) )
288,0,0.0,,City non-suit,11CP009887,"HSBC MORTGAGE AND SERV INC, ",0,2011-03-01T00:00:00.000,POLICE,2011-04-01T01:00:00.000,,3852 W ARTHINGTON ,0,0,,P002146659,13-12-125  Duty to secure and maintain vacant building.
289,0,0.0,,City non-suit,11CP009887,"HSBC MORTGAGE AND SERV INC, ",0,2011-03-01T00:00:00.000,POLICE,2011-04-01T01:00:00.000,,3852 W ARTHINGTON ,0,0,,P002146660,13-12-140  Watchman required
290,0,,1963.76,Default - Liable by prove-up,11CP009888,"GMAC MORTGAGE CORP, ",0,2011-03-01T00:00:00.000,POLICE,2011-04-01T01:00:00.000,377.88,4218 W ADAMS ,0,1300,0.0,P002146657,13-12-125  Duty to secure and maintain vacant building.
291,0,,1963.76,Default - Liable by prove-up,11CP009888,"GMAC MORTGAGE CORP, ",0,2011-03-01T00:00:00.000,POLICE,2011-04-01T01:00:00.000,377.88,4218 W ADAMS ,0,1300,0.0,P002146658,13-12-140  Watchman required
292,0,0.0,,City non-suit,11CP009889,"DEUTSCHE BANK NATL TRUST CO, ",0,2011-03-01T00:00:00.000,POLICE,2011-04-01T01:00:00.000,,741 N HARDING ,0,0,,P002146448,13-12-125  Duty to secure and maintain vacant building.
293,0,0.0,,City non-suit,11CP009889,"DEUTSCHE BANK NATL TRUST CO, ",0,2011-03-01T00:00:00.000,POLICE,2011-04-01T01:00:00.000,,741 N HARDING ,0,0,,P002146449,13-12-140  Watchman required
294,0,0.0,,City non-suit,11CP009890,"AURORA LOAN SERVICES LLC, ",0,2011-03-01T00:00:00.000,POLICE,2011-04-01T01:00:00.000,,917 N DRAKE ,0,0,,P002146446,13-12-125  Duty to secure and maintain vacant building.
295,0,0.0,,City non-suit,11CP009890,"AURORA LOAN SERVICES LLC, ",0,2011-03-01T00:00:00.000,POLICE,2011-04-01T01:00:00.000,,917 N DRAKE ,0,0,,P002146447,13-12-140  Watchman required
296,0,0.0,,City non-suit,11CP009901,"U S BANK NA, ",0,2011-03-01T00:00:00.000,POLICE,2011-04-01T01:00:00.000,,4240 W ADAMS ,0,0,,P002146661,13-12-125  Duty to secure and maintain vacant building.
297,0,0.0,,City non-suit,11CP009901,"U S BANK NA, ",0,2011-03-01T00:00:00.000,POLICE,2011-04-01T01:00:00.000,,4240 W ADAMS ,0,0,,P002146662,13-12-140  Watchman required
298,0,0.0,,City non-suit,11CP013836,"NATIONWIDE REO LLC, ",0,2011-03-02T00:00:00.000,POLICE,2011-06-03T09:00:00.000,,5430 S WINCHESTER ,0,0,,P002509918,13-12-125  Duty to secure and maintain vacant building.
299,0,0.0,,City non-suit,11CP013836,"NATIONWIDE REO LLC, ",0,2011-03-02T00:00:00.000,POLICE,2011-06-03T09:00:00.000,,5430 S WINCHESTER ,0,0,,P002509919,13-12-140  Watchman required
300,0,0.0,,City non-suit,11CP013836,"NATIONWIDE REO LLC, ",0,2011-03-02T00:00:00.000,POLICE,2011-06-03T09:00:00.000,,5430 S WINCHESTER ,0,0,,P002509920,13-12-125  Duty to secure and maintain vacant building.
301,0,0.0,,City non-suit,11CP013836,"NATIONWIDE REO LLC, ",0,2011-03-02T00:00:00.000,POLICE,2011-06-03T09:00:00.000,,5430 S WINCHESTER ,0,0,,P002509921,13-12-140  Watchman required
302,0,0.0,,City non-suit,11CP013836,"NATIONWIDE REO LLC, ",0,2011-03-02T00:00:00.000,POLICE,2011-06-03T09:00:00.000,,5430 S WINCHESTER ,0,0,,P002509922,13-12-125  Duty to secure and maintain vacant building.
303,0,0.0,,City non-suit,11CP013836,"NATIONWIDE REO LLC, ",0,2011-03-02T00:00:00.000,POLICE,2011-06-03T09:00:00.000,,5430 S WINCHESTER ,0,0,,P002509923,13-12-140  Watchman required
304,0,0.0,,City non-suit,11CP017883,"STANDARD BANK AND TRUST CO, ",0,2011-03-06T00:00:00.000,POLICE,2011-05-06T11:00:00.000,,8212 S MUSKEGON ,0,0,,P002092244,13-12-140  Watchman required
305,0,0.0,,City non-suit,11CP017883,"STANDARD BANK AND TRUST CO, ",0,2011-03-06T00:00:00.000,POLICE,2011-05-06T11:00:00.000,,8212 S MUSKEGON ,0,0,,P002092245,13-12-125  Duty to secure and maintain vacant building.
306,0,0.0,,City non-suit,11CP013823,"WELLS FARGO, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5035 S RACINE ,0,0,,P002509689,13-12-125  Duty to secure and maintain vacant building.
307,0,0.0,,City non-suit,11CP013823,"WELLS FARGO, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5035 S RACINE ,0,0,,P002509690,13-12-140  Watchman required
308,0,0.0,,City non-suit,11CP013823,"WELLS FARGO, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5035 S RACINE ,0,0,,P002509691,13-12-125  Duty to secure and maintain vacant building.
309,0,0.0,,City non-suit,11CP013823,"WELLS FARGO, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5035 S RACINE ,0,0,,P002509692,13-12-140  Watchman required
310,0,0.0,,City non-suit,11CP013823,"WELLS FARGO, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5035 S RACINE ,0,0,,P002509693,13-12-125  Duty to secure and maintain vacant building.
311,0,0.0,,City non-suit,11CP013823,"WELLS FARGO, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5035 S RACINE ,0,0,,P002509694,13-12-140  Watchman required
312,0,0.0,,City non-suit,11CP013824,"JP MOGAN CHASE BANK, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5341 S LAFLIN ,0,0,,P002509687,13-12-125  Duty to secure and maintain vacant building.
313,0,0.0,,City non-suit,11CP013824,"JP MOGAN CHASE BANK, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5341 S LAFLIN ,0,0,,P002509688,13-12-140  Watchman required
314,0,0.0,,City non-suit,11CP013824,"JP MOGAN CHASE BANK, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5341 S LAFLIN ,0,0,,P002509695,13-12-125  Duty to secure and maintain vacant building.
315,0,0.0,,City non-suit,11CP013824,"JP MOGAN CHASE BANK, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5341 S LAFLIN ,0,0,,P002509696,13-12-140  Watchman required
316,0,0.0,,City non-suit,11CP013824,"JP MOGAN CHASE BANK, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5341 S LAFLIN ,0,0,,P002509697,13-12-125  Duty to secure and maintain vacant building.
317,0,0.0,,City non-suit,11CP013824,"JP MOGAN CHASE BANK, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5341 S LAFLIN ,0,0,,P002509698,13-12-140  Watchman required
318,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP015666,"JP MORGAN CHASE, ",0,2011-03-07T00:00:00.000,POLICE,2011-08-05T11:00:00.000,0.0,9332 S LASALLE ,0,0,0.0,P002161520,13-12-125  Duty to secure and maintain vacant building.
319,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP015666,"JP MORGAN CHASE, ",0,2011-03-07T00:00:00.000,POLICE,2011-08-05T11:00:00.000,0.0,9332 S LASALLE ,0,0,0.0,P002161521,13-12-140  Watchman required
320,0,0.0,,City non-suit,11CP015667,"U S BANK ASSOCIATION, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T11:00:00.000,,8523 S MORGAN ,0,0,,P002161518,13-12-125  Duty to secure and maintain vacant building.
321,0,0.0,,City non-suit,11CP015667,"U S BANK ASSOCIATION, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T11:00:00.000,,8523 S MORGAN ,0,0,,P002161519,13-12-140  Watchman required
322,0,,2447.12,Default - Liable by prove-up,11CP015669,"BANK UNTIED, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T11:00:00.000,377.88,9205 S STATE ,0,1300,26.46,P002161516,13-12-125  Duty to secure and maintain vacant building.
323,0,,2447.12,Default - Liable by prove-up,11CP015669,"BANK UNTIED, ",0,2011-03-07T00:00:00.000,POLICE,2011-05-06T11:00:00.000,377.88,9205 S STATE ,0,1300,26.46,P002161517,13-12-140  Watchman required
324,0,,8735.77,Default - Liable by prove-up,11CP012086,"REO PARTNERS LLC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,1223.88,5714 S MARSHFIELD ,0,4300,0.0,P002094616,13-12-125  Duty to secure and maintain vacant building.
325,0,,8735.77,Default - Liable by prove-up,11CP012086,"REO PARTNERS LLC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,1223.88,5714 S MARSHFIELD ,0,4300,0.0,P002094617,13-12-140  Watchman required
326,0,,8735.77,Default - Liable by prove-up,11CP012086,"REO PARTNERS LLC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,1223.88,5714 S MARSHFIELD ,0,4300,0.0,P002094618,13-12-125  Duty to secure and maintain vacant building.
327,0,,8735.77,Default - Liable by prove-up,11CP012086,"REO PARTNERS LLC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,1223.88,5714 S MARSHFIELD ,0,4300,0.0,P002094619,13-12-140  Watchman required
328,0,,8735.77,Default - Liable by prove-up,11CP012086,"REO PARTNERS LLC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,1223.88,5714 S MARSHFIELD ,0,4300,0.0,P002094620,13-12-125  Duty to secure and maintain vacant building.
329,0,,8735.77,Default - Liable by prove-up,11CP012086,"REO PARTNERS LLC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,1223.88,5714 S MARSHFIELD ,0,4300,0.0,P002094621,13-12-140  Watchman required
330,0,0.0,,City non-suit,11CP012087,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5916 S MAY ,0,0,,P002094178,13-12-125  Duty to secure and maintain vacant building.
331,0,0.0,,City non-suit,11CP012087,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5916 S MAY ,0,0,,P002094179,13-12-140  Watchman required
332,0,0.0,,City non-suit,11CP012087,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5916 S MAY ,0,0,,P002094180,13-12-140  Watchman required
333,0,0.0,,City non-suit,11CP012087,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5916 S MAY ,0,0,,P002094181,13-12-125  Duty to secure and maintain vacant building.
334,0,0.0,,City non-suit,11CP012087,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5916 S MAY ,0,0,,P002094182,13-12-140  Watchman required
335,0,0.0,,City non-suit,11CP012087,"GREEN POINT MORTGAGE FUNDING INC, ",0,2011-03-08T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,5916 S MAY ,0,0,,P002094183,13-12-125  Duty to secure and maintain vacant building.
336,0,,1829.45,City non-suit,11CP012096,"QUANTUM SERVICING CORPORATION, ",0,2011-03-14T00:00:00.000,POLICE,2011-05-06T09:00:00.000,377.88,6828 S RACINE ,0,1300,26.09,P002094369,13-12-125  Duty to secure and maintain vacant building.
337,0,,1829.45,Default - Liable by prove-up,11CP012096,"QUANTUM SERVICING CORPORATION, ",0,2011-03-14T00:00:00.000,POLICE,2011-05-06T09:00:00.000,377.88,6828 S RACINE ,0,1300,26.09,P002094370,13-12-140  Watchman required
338,0,,1829.45,City non-suit,11CP012096,"QUANTUM SERVICING CORPORATION, ",0,2011-03-14T00:00:00.000,POLICE,2011-05-06T09:00:00.000,377.88,6828 S RACINE ,0,1300,26.09,P002094371,13-12-125  Duty to secure and maintain vacant building.
339,0,,1829.45,Default - Liable by prove-up,11CP012096,"QUANTUM SERVICING CORPORATION, ",0,2011-03-14T00:00:00.000,POLICE,2011-05-06T09:00:00.000,377.88,6828 S RACINE ,0,1300,26.09,P002094372,13-12-140  Watchman required
340,0,,1829.45,City non-suit,11CP012096,"QUANTUM SERVICING CORPORATION, ",0,2011-03-14T00:00:00.000,POLICE,2011-05-06T09:00:00.000,377.88,6828 S RACINE ,0,1300,26.09,P002094373,13-12-125  Duty to secure and maintain vacant building.
341,0,,1829.45,Default - Liable by prove-up,11CP012096,"QUANTUM SERVICING CORPORATION, ",0,2011-03-14T00:00:00.000,POLICE,2011-05-06T09:00:00.000,377.88,6828 S RACINE ,0,1300,26.09,P002094374,13-12-140  Watchman required
342,0,0.0,,City non-suit,11CP015659,"INDYMAC FEDERAL BANK, ",0,2011-03-14T00:00:00.000,POLICE,2011-05-06T11:00:00.000,,7928 S HERMITAGE ,0,0,,P002161311,13-12-125  Duty to secure and maintain vacant building.
343,0,0.0,,City non-suit,11CP015659,"INDYMAC FEDERAL BANK, ",0,2011-03-14T00:00:00.000,POLICE,2011-05-06T11:00:00.000,,7928 S HERMITAGE ,0,0,,P002161312,13-12-140  Watchman required
344,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP015657,"MARQUETTE BANK, ",0,2011-03-15T00:00:00.000,POLICE,2011-07-01T11:00:00.000,0.0,8543 S ABERDEEN ,0,0,0.0,P002161313,13-12-125  Duty to secure and maintain vacant building.
345,0,,0.0,City Non suit - Motion to set-aside default - Granted,11CP015657,"MARQUETTE BANK, ",0,2011-03-15T00:00:00.000,POLICE,2011-07-01T11:00:00.000,0.0,8543 S ABERDEEN ,0,0,0.0,P002161314,13-12-140  Watchman required
346,0,0.0,,City non-suit,11CP013831,"CHASE HOME FINANCE, ",0,2011-03-16T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,2222 W 50TH ST ,0,0,,P002509910,13-12-125  Duty to secure and maintain vacant building.
347,0,0.0,,City non-suit,11CP013831,"CHASE HOME FINANCE, ",0,2011-03-16T00:00:00.000,POLICE,2011-05-06T09:00:00.000,,2222 W 50TH ST ,0,0,,P002509911,13-12-140  Watchman required
348,0,,2001.76,Default - Liable by prove-up,11CP013812,"CITI FINANCIAL SERVICES INC, ",0,2011-03-19T00:00:00.000,POLICE,2011-05-06T09:00:00.000,377.88,6136 S WINCHESTER ,0,1300,0.0,P002094818,13-12-140  Watchman required
