tract,buss_licences,building_violations,vehicle_theft,burglary,robbery,public_peace_violation,weapons_violation,sexual_assault,homicides,rodents,garbage,sanitation,abandon_vehicles,pot_holes,tree_trims,street_lights,S0101_C01_001E,S1101_C01_002E,S1401_C02_001E,S1401_C02_030E,S1501_C02_002E,S1501_C02_008E,S1601_C02_003E,S1701_C03_001E,S1810_C03_001E,S1901_C01_012E,S2201_C02_001E,S2301_C03_001E,S2701_C03_001E
10100,2.4354603019970775,24.598149050170484,2.4354603019970775,6.575742815392109,2.922552362396493,1.2177301509985388,1.4612761811982464,0.24354603019970775,2.0,18.7530443253775,6.3321967851924015,5.114466634193863,4.627374573794447,6.575742815392109,3.4096444227959086,0.7306380905991232,4106.0,1.8,-888888888.0,22.4,18.6,5.0,18.6,28.7,11.0,32188.0,-888888888.0,66.2,81.8
10201,1.2449854751694562,18.3981186886153,1.5216489140960021,1.5216489140960021,1.1066537557061835,0.13833171946327294,0.41499515838981876,0.13833171946327294,0.0,15.769816018813113,3.873288144971642,2.4899709503389125,5.809932217457463,8.161571448333103,4.841610181214552,0.6916585973163646,7229.0,2.69,-888888888.0,26.4,35.1,7.9,42.9,33.3,14.8,39122.0,-888888888.0,58.4,70.9
10202,3.0381944444444446,2.604166666666667,4.774305555555556,7.378472222222223,5.642361111111112,1.3020833333333335,1.3020833333333335,1.7361111111111112,1.0,10.416666666666668,3.9062500000000004,3.4722222222222223,6.076388888888889,10.416666666666668,6.076388888888889,0.4340277777777778,2304.0,1.95,-888888888.0,26.4,14.6,9.9,39.2,29.6,13.8,27318.0,-888888888.0,53.8,78.4
10300,2.6328780648346224,5.759420766825737,1.1518841533651474,4.278426855356261,1.9746585486259667,0.0,0.1645548790521639,0.8227743952608195,1.0,12.177061049860129,2.6328780648346224,1.3164390324173112,6.582195162086556,4.772091492512753,4.113871976304098,1.480993911469475,6077.0,1.87,-888888888.0,32.9,40.9,11.8,37.8,19.9,11.2,37111.0,-888888888.0,55.6,85.2
10400,0.7982438635002993,4.589902215126721,0.5986828976252245,2.5942925563759727,1.3969267611255238,0.5986828976252245,0.19956096587507482,0.39912193175014965,1.0,7.3837557373777685,0.9978048293753742,3.392536419876272,3.392536419876272,4.190780283376571,1.7960486928756734,1.5964877270005986,5011.0,1.91,-888888888.0,84.8,0.0,0.0,19.6,18.1,9.1,38384.0,-888888888.0,57.2,92.2
10501,2.3455824863174355,6.776127182694814,1.5637216575449568,1.5637216575449568,2.0849622100599428,0.0,0.5212405525149857,0.7818608287724784,0.0,4.691164972634871,1.3031013812874641,2.6062027625749282,5.994266353922335,4.1699244201198855,1.8243419338024498,1.3031013812874641,3837.0,1.67,-888888888.0,41.9,10.9,7.2,24.4,21.3,14.2,25309.0,-888888888.0,63.0,78.9
10502,0.8789920890711984,0.0,0.5859947260474656,1.7579841781423968,1.1719894520949312,0.5859947260474656,0.8789920890711984,0.8789920890711984,0.0,8.789920890711985,1.464986815118664,1.7579841781423968,4.101963082332259,3.5159683562847936,4.394960445355992,2.0509815411661294,3413.0,2.24,-888888888.0,59.2,15.8,1.7,38.7,39.2,5.9,35822.0,-888888888.0,66.2,82.2
10503,0.9615384615384615,15.384615384615383,1.4423076923076923,0.4807692307692307,1.923076923076923,0.9615384615384615,0.0,0.4807692307692307,0.0,17.788461538461537,4.8076923076923075,5.769230769230769,3.846153846153846,12.98076923076923,6.25,2.8846153846153846,2080.0,1.74,-888888888.0,84.4,0.0,10.0,43.4,38.3,19.9,19813.0,-888888888.0,53.4,89.1
10600,3.6596523330283626,8.386703263189997,1.8298261665141813,2.439768222018908,1.5248551387618177,0.3049710277523635,0.3049710277523635,0.0,0.0,5.489478499542543,0.9149130832570906,3.5071668191521805,7.624275693809088,5.18450747179018,3.812137846904544,2.134797194266545,6558.0,2.07,-888888888.0,49.0,23.5,4.6,38.3,17.7,7.8,37338.0,-888888888.0,69.0,77.7
10701,1.2503125781445361,4.50112528132033,3.0007501875468865,3.500875218804701,0.7501875468867216,0.0,0.5001250312578145,0.5001250312578145,0.0,14.253563390847711,7.001750437609402,1.000250062515629,15.753938484621155,7.25181295323831,8.502125531382845,0.7501875468867216,3999.0,2.58,-888888888.0,25.0,67.0,3.5,51.7,14.9,6.9,58319.0,-888888888.0,69.7,81.0
