tract,count_ph
10100,0.24354603019970775
10201,0.6916585973163646
10300,0.8680555555555556
10702,0.49366463715649167
20302,0.39912193175014965
20400,0.26062027625749284
20601,0.2929973630237328
20701,0.9615384615384615
20802,0.3049710277523635
20901,0.25006251562890724
20902,0.1936858415649816
30200,0.25647601949217746
30400,0.1507386192342478
30500,0.19447685725398675
30603,0.20466639377814164
30604,0.2213368747233289
30703,0.17259233690024164
30800,0.315955766192733
30900,0.486263068319961
31100,1.8348623853211008
31200,0.12766500702157538
31400,0.21008403361344538
31700,0.13319126265316994
40100,0.19984012789768188
40201,0.24067388688327315
40300,0.5535566011624689
40401,0.6944444444444444
40600,0.42607584149978694
40700,0.28677946659019216
50200,0.20088388911209323
50300,0.9285051067780873
50500,0.7598784194528875
50600,0.3246753246753247
51400,0.2639915522703274
61500,0.5022601707684581
62100,0.3436426116838488
62500,2.324230098779779
62700,1.3726835964310227
63100,0.7309941520467835
70200,0.8384572386808273
70300,0.23946360153256704
70500,0.31367628607277287
70700,0.26308866087871613
71100,0.22172949002217296
71500,0.19751135690302193
71600,0.12827090815802974
80300,0.5866249511145875
81201,0.2737476047084588
81500,0.24832381425378694
81900,0.14867677668748142
90300,1.1325028312570782
100100,0.4235493434985175
100200,0.2942474621156393
100400,0.49443757725587145
100500,0.4751346214760849
100600,0.8822232024702249
110100,0.3434065934065934
110200,0.6646726487205051
110300,0.19833399444664818
110400,0.37091988130563797
110502,1.7735737511084837
120200,1.0660980810234542
120300,0.4646840148698885
120400,0.7800312012480499
130100,0.3824091778202677
140100,0.3968253968253968
140200,0.36094567767550984
140301,0.8435259384226065
140302,2.1582733812949644
140400,3.8809831824062093
140500,0.5963029218843172
140701,1.375515818431912
140702,3.056234718826406
140800,0.7158196134574087
150200,2.1356113187399894
150300,0.3738317757009346
150401,0.9578544061302682
150402,0.6157635467980295
150501,0.2598752598752599
150502,3.2206119162640903
150600,0.2008032128514056
150700,0.2920134326179004
150800,2.818489289740699
151001,2.7739251040221915
151002,0.942507068803016
151100,2.7129679869777537
151200,2.544529262086514
160200,0.5205622071837585
160400,0.4981320049813201
160501,0.333000333000333
160502,0.5563282336578581
160601,0.7415647015202076
160602,1.86219739292365
160700,3.2959789057350033
160800,2.8922631959508314
160900,0.4315925766076823
161200,1.3986013986013988
161300,0.2857142857142857
170300,0.47427080863172877
170400,0.6329113924050632
170500,0.8149959250203749
170600,0.28810141169691733
170700,0.37921880925293894
170800,1.8961839298411944
170900,1.5321756894790604
171000,0.4894762604013705
171100,2.5500910746812386
180100,0.6138735420503376
190200,0.7253384912959381
190300,2.335084646818447
190401,2.049780380673499
190402,0.637551801083838
190601,0.3107520198881293
190602,0.7107320540156361
190702,0.4859086491739553
190800,1.7476406850751485
190900,1.41643059490085
191000,1.7286084701815039
191100,1.7471063550993668
191200,0.34441191665231613
191301,0.6002400960384154
191302,0.5497526113249038
200200,0.36845983787767134
200401,0.2825656965244419
200402,0.9099181073703366
210100,0.5458515283842794
210400,0.42256496936403976
210501,0.9895111814763506
210502,0.9501832496267137
210601,1.0621348911311737
210602,0.4553734061930783
210700,1.3311148086522464
210800,0.382262996941896
210900,0.40371417036737994
220500,0.2101723413198823
220602,0.40306328093510685
220701,0.6790402897238569
220901,0.5954153021732659
220902,0.30921459492888065
221000,0.40955631399317405
221100,5.7251908396946565
221200,0.3061849357011635
221300,0.14777597162701345
221400,0.7558578987150416
222200,0.5676442762535477
222500,0.1556662515566625
222900,0.34584125886218225
230100,1.3067624959163673
230200,0.17803097739006588
230300,0.1951219512195122
230400,0.6265664160401002
230500,0.8305647840531563
230600,3.6006546644844515
230700,1.9022256039566294
230800,0.8978675645342312
230900,1.8568186507117803
231100,1.928374655647383
231200,7.894736842105264
231500,6.7114093959731544
240300,0.3151095005514416
240500,0.8172160174339418
240600,0.19346101760495263
240700,1.2345679012345678
240800,0.1877581674802854
241100,0.8234971177600879
241400,0.16661112962345886
241500,0.35739814152966404
241600,0.46641791044776115
242000,0.40989206175707066
242100,0.45955882352941174
242200,1.0166045408336157
242300,0.7468259895444361
242500,0.3785011355034065
242600,0.6587615283267457
242800,0.1502403846153846
243000,0.5374899220639613
250200,0.3615328994938539
250300,1.2084592145015105
250400,1.0989010989010988
250500,2.303557716918352
250600,3.1779661016949152
250700,2.431906614785992
250800,0.6554511688879179
251000,0.9238728750923872
251100,5.4829185997469425
251200,2.4050024050024046
251300,2.3989665990035065
251400,0.8472182999152782
251500,7.806691449814126
251600,4.552352048558422
251700,1.3106159895150722
251800,2.934846409704559
251900,1.4947683109118086
252000,2.1231422505307855
252102,3.4223134839151266
252202,7.052896725440806
260100,0.6470397929472662
260200,1.2939001848428835
260300,6.7114093959731544
260400,4.065040650406504
260500,4.689942678478374
260600,7.467994310099574
260700,4.097311139564661
260800,3.753351206434316
260900,1.440230436869899
261000,4.055972419387548
270500,0.5550929780738273
271200,1.1439466158245948
271400,0.7097232079488999
271500,1.037344398340249
271800,2.384105960264901
280800,0.578368999421631
280900,0.12750223128904756
282700,1.2025012025012023
282800,0.34566194262011757
290900,8.0
291200,1.0731532820604543
292200,1.4883720930232558
292400,1.4548981571290012
292500,1.738122827346466
300500,0.21299254526091585
300600,0.1840264998159735
300700,1.0063737001006374
300800,0.7252946509519492
300900,1.3355097195429588
301100,0.4955401387512389
301200,1.4587892049598834
301600,0.1321003963011889
301701,0.762001524003048
301702,0.3522987493394399
301801,0.182882223847842
301802,0.19692792437967702
310200,0.6230529595015576
310300,1.6673614005835764
310400,0.24384296513045597
310600,1.4409221902017293
310800,2.8735632183908044
310900,0.9686793671294801
330100,0.23463162834350074
351100,0.20337604230221681
351400,1.439366678661389
380100,0.7060484819957638
380200,0.23730422401518744
380700,0.929368029739777
381200,2.2285896211397644
381400,1.674340728338217
381500,0.7833920877399139
381800,1.088534107402032
381900,1.1007154650522841
390100,1.4903129657228018
390200,2.0551967116852614
390600,1.222792858889704
400300,0.9466708740927737
400400,2.7700831024930745
400500,2.340354396522902
400800,1.1560693641618496
410500,0.7487832272557096
410700,1.3183915622940015
410800,0.3831417624521073
410900,0.33783783783783783
411000,0.4764173415912339
420100,0.6702412868632708
420200,0.6153846153846154
420300,1.0818608005769923
420500,6.108202443280978
420600,15.931372549019608
420700,26.8370607028754
420800,5.623242736644799
421200,4.8800325335502235
430101,0.2760143527463428
430200,0.449842555105713
430300,2.503369921047564
430400,17.756255044390635
430500,1.6885553470919323
430600,1.6299918500407498
430700,0.9312721177127957
