tract,count_ph
10701,0.45004500450045004
10702,0.1389467833819647
20200,0.8041817450743868
20302,0.1559332605644784
20701,0.3696174459434486
30400,0.24503798088703746
30500,0.7601672367920943
30601,0.48851978505129456
30900,0.30698388334612436
31700,0.26089225150013046
50700,0.18751171948246764
50800,0.23764258555133078
50900,0.1448225923244026
51100,0.3981684252438782
51300,0.43946385409800043
51400,0.15278838808250572
62800,0.3262642740619902
70200,0.21565667457407808
70600,0.578368999421631
71000,0.2550044625780951
71100,0.19190174630589138
80400,0.12727504136438844
81201,0.17220595832615807
81800,0.22351363433169422
100100,0.2817695125387433
100200,0.3615328994938539
100600,0.9021199819576003
100700,0.2962962962962963
110502,0.3919263178522438
120200,0.6033182503770739
120400,0.3692762186115214
140200,0.15220700152207
140301,0.2459419576979833
140302,0.49431537320810676
140602,0.9302325581395349
140702,1.2523481527864746
150200,1.0183299389002036
150300,0.3731343283582089
150501,0.234192037470726
150502,0.22851919561243142
150600,1.2726694241170857
150700,0.24521824423737124
151200,0.6429489927132447
160200,0.17482517482517484
160300,0.2488490730372029
160400,0.20169423154497781
160501,0.24795437639474335
160602,0.45055192610948414
160700,0.285673475217826
160800,0.564652738565782
161200,0.39588281868566905
170300,0.1405086412814388
170600,0.5137426149499101
170800,0.42613636363636365
171100,0.5560189046427578
190100,0.33344448149383127
190200,0.9428032683846638
190300,1.7874875868917577
190601,0.3700962250185048
190602,0.6015037593984962
190800,2.2062879205736348
191301,1.571503404924044
191302,1.1066027296200664
200100,0.19179133103183735
200402,1.17096018735363
210400,0.1584534938995405
210502,0.8936550491510277
210602,2.5109855618330195
210700,0.6775067750677507
220602,0.6839945280437757
220702,0.5608524957936063
220901,0.5988023952095809
220902,0.6161429451632778
221000,1.0779734099892202
221100,1.1025358324145533
221200,0.36062026685899745
221600,0.8775778850372971
222500,0.2889338341519792
222800,0.25125628140703515
222900,0.7656967840735068
230400,0.41450777202072536
230500,0.26563952716164163
230600,4.316546762589928
230700,9.148486980999296
230800,0.5271481286241434
230900,1.0432968179447053
231100,1.6501650165016502
231200,6.54711073156846
231500,4.654255319148937
240500,0.6618133686300464
240600,0.267379679144385
240900,0.35298270384751146
241200,0.5787037037037037
