tract,buss_licences,building_violations,vehicle_theft,burglary,robbery,public_peace_violation,weapons_violation,sexual_assault,homicides,rodents,garbage,sanitation,abandon_vehicles,pot_holes,tree_trims,street_lights,S0101_C01_001E,S1101_C01_002E,S1401_C02_001E,S1401_C02_030E,S1501_C02_002E,S1501_C02_008E,S1601_C02_003E,S1701_C03_001E,S1810_C03_001E,S1901_C01_012E,S2201_C02_001E,S2301_C03_001E,S2701_C03_001E
10100,1.1838989739542227,16.574585635359117,1.1838989739542227,4.932912391475928,2.5651144435674826,0.9865824782951855,1.5785319652722969,0.5919494869771114,0.0,5.919494869771113,2.1704814522494082,6.511444356748225,4.932912391475928,8.287292817679559,2.5651144435674826,7.3007103393843735,5068.0,2.2,77.1,-888888888.0,100.0,8.5,52.5,29.7,10.9,32191.0,475.0,60.5,21.4
10201,0.4100601421541826,13.121924548933844,1.366867140513942,2.8704209950792783,2.0503007107709132,0.4100601421541826,1.0934937124111537,0.2733734281027884,1.0,12.985237834882449,5.330781848004374,3.553854565336249,3.553854565336249,13.121924548933844,3.280481137233461,1.7769272826681246,7316.0,2.8,90.0,-888888888.0,24.5,3.6,58.6,33.1,8.9,39908.0,595.0,61.4,33.2
10202,3.8714672861014323,18.583042973286876,3.8714672861014323,5.420054200542005,5.807200929152148,1.9357336430507162,1.1614401858304297,1.1614401858304297,1.0,6.581494386372435,3.484320557491289,5.807200929152148,4.645760743321719,27.487417731320168,8.130081300813007,5.032907471931861,2583.0,2.09,79.6,-888888888.0,0.0,9.4,53.7,29.2,16.2,36315.0,195.0,54.2,19.3
10300,1.9785655399835118,8.244023083264633,1.3190436933223413,3.4624896949711457,2.802967848309975,0.8244023083264632,0.9892827699917559,0.3297609233305853,2.0,5.111294311624072,2.308326463314097,5.60593569661995,5.276174773289365,9.068425391591095,12.530915086562242,2.308326463314097,6065.0,1.93,78.4,-888888888.0,11.6,13.9,46.3,25.4,7.9,43483.0,562.0,56.8,22.2
10400,0.8521516829995739,0.0,0.8521516829995739,1.2782275244993608,1.4912654452492544,1.0651896037494675,0.8521516829995739,0.0,0.0,5.752023860247124,1.2782275244993608,2.3434171282488285,2.982530890498509,7.6693651469961654,2.7694929697486153,1.4912654452492544,4694.0,1.83,15.1,-888888888.0,0.0,1.7,77.4,20.4,7.3,41765.0,172.0,57.0,13.4
10501,0.7861635220125787,13.10272536687631,1.0482180293501049,3.1446540880503147,2.358490566037736,0.7861635220125787,0.7861635220125787,0.0,0.0,6.289308176100629,0.2620545073375262,7.0754716981132075,4.716981132075472,10.744234800838575,1.310272536687631,0.7861635220125787,3816.0,1.69,59.6,-888888888.0,26.1,8.9,72.7,21.8,11.7,33090.0,432.0,68.2,25.1
10502,1.3297872340425532,7.712765957446809,0.5319148936170213,2.925531914893617,1.8617021276595747,0.0,0.0,0.26595744680851063,0.0,5.319148936170213,0.797872340425532,1.3297872340425532,2.393617021276596,6.914893617021277,5.585106382978724,0.26595744680851063,3760.0,2.25,25.3,-888888888.0,10.1,8.6,70.8,44.0,5.3,30057.0,272.0,60.3,18.4
10503,0.8602150537634408,9.89247311827957,2.150537634408602,2.5806451612903225,3.010752688172043,0.4301075268817204,0.0,0.8602150537634408,0.0,4.301075268817204,3.440860215053763,3.010752688172043,4.301075268817204,13.333333333333332,13.763440860215052,0.8602150537634408,2325.0,1.92,22.2,-888888888.0,0.0,9.7,45.5,38.1,16.9,21230.0,350.0,55.2,10.1
10600,4.031097034264325,8.206161819752376,0.8638065073423553,4.319032536711776,2.591419522027066,0.2879355024474518,2.0155485171321623,0.2879355024474518,0.0,5.326806795277858,2.735387273250792,3.8871292830405992,4.463000287935502,10.365678088108265,8.350129570976101,5.326806795277858,6946.0,2.16,69.8,-888888888.0,26.1,7.6,64.7,22.8,6.6,43109.0,494.0,64.3,22.9
10701,1.26806999746386,4.565051990869896,2.282525995434948,3.043367993913264,1.521683996956632,0.253613999492772,0.507227998985544,0.0,0.0,18.513821962972354,8.622875982754248,3.8042099923915798,11.41262997717474,21.55718995688562,12.173471975653056,1.26806999746386,3943.0,2.54,78.9,-888888888.0,64.4,5.8,59.3,6.8,7.2,55220.0,269.0,70.9,28.6
