tract,count_ph
10702,0.22789425706472197
20200,0.1422070534698521
20302,0.8791208791208791
20601,0.16116035455278002
20702,0.5354274495805819
20801,0.5120327700972862
20901,0.3284072249589491
30300,0.9469696969696969
30400,0.15096618357487923
30500,0.2550369803621525
30601,0.1783166904422254
30604,0.24844720496894407
30900,0.5885815185403178
31000,0.18878610534264678
31400,0.6072874493927125
32100,0.21626297577854672
40100,0.33743883921039314
50300,0.15673981191222572
51000,0.2284148012791229
51300,0.5910165484633569
51400,0.25657472738935216
60400,0.39339103068450043
60800,0.13448090371167296
61100,0.5765904285988852
62000,0.241196333815726
62500,0.563856780377784
62700,0.6863417982155113
70102,0.4323389537397319
70600,0.574052812858783
71100,0.5713197486193106
71200,0.315059861373661
71600,0.3869969040247678
80300,0.15460729746444032
90200,0.2499375156210947
100100,1.5353121801432958
100200,0.33636057854019513
100400,0.6045949214026602
100500,0.6361323155216285
100600,0.3667033370003667
110100,0.2785515320334262
110502,0.4780114722753346
120300,0.6578947368421053
130100,0.5016302984700276
140301,0.4569339730408956
140500,0.17373175816539263
140601,0.25641025641025644
140602,0.1973164956590371
140702,0.9713453132588634
140800,0.493583415597236
150200,0.5776173285198556
150300,0.5649717514124294
150502,1.7189514396218306
150700,0.4487658937920718
150800,0.2502502502502503
160100,0.2983738624496494
160200,0.2782415136338342
160400,0.6805035726437564
160602,1.2582573136206354
160700,0.4024954719259408
160800,1.5625
161200,0.8841732979664014
161300,0.544069640914037
170300,0.9289363678588016
170600,1.1609907120743033
170800,0.6056935190793458
170900,0.379794910748196
171000,0.16315875346712352
171100,0.4621072088724584
180100,1.8633540372670807
190300,2.785515320334262
190401,1.3774104683195594
190402,1.17096018735363
190601,1.3192612137203166
190602,1.7657445556209534
190702,0.7432181345224824
190800,1.079913606911447
191000,0.3692762186115214
191100,1.3303769401330379
200100,0.3068425897514575
200200,0.2518257365902795
200402,0.7911392405063291
210100,0.19833399444664818
210501,0.14160294534126308
210502,3.194888178913738
210601,1.3262599469496021
210602,2.911208151382824
210900,1.6447368421052633
220400,0.26246719160104987
220601,0.3399048266485384
220602,0.8172160174339418
220701,0.34746351633078526
220902,1.1890606420927468
221000,3.3647375504710633
221100,0.6531678641410843
221300,0.8900756564307967
221400,0.3472222222222222
221600,0.26595744680851063
222200,0.5102040816326531
222600,0.30284675953967294
222700,0.42122999157540014
222900,0.1403705783267827
230100,0.38520801232665636
230400,0.6918819188191881
230500,1.547987616099071
230600,3.3980582524271843
230700,1.6344320348678836
230900,0.35984166966534725
231100,1.9206145966709347
231200,4.015056461731493
231500,5.444126074498567
240300,0.29411764705882354
240500,0.6283380458686774
240900,0.29708853238265004
